fill_number,first_run_number,last_run_number,duration,start_time,end_time,start_stable_beam,end_stable_beam,end_time,delivered_lumi,recorded_lumi,downtime,efficiency_lumi,peak_lumi,peak_pileup,fill_type_runtime,bunches_target,beta_star,energy,injection_scheme
8491,362719,362743,32202,2022-11-26 21:24:09,2022-11-27 11:02:52,2022-11-26 22:58:05,2022-11-27 07:54:47,2022-11-27 11:02:52,563.399075108433,500.259898904651,2317,88.793,19.045784635,56.97625,PROTONS,2378,60.0,6799.44,25ns_2390b_2378_1967_2106_180bpi_18inj_2INDIV
8490,362701,362718,,2022-11-26 16:46:37,2022-11-26 21:24:09,,,2022-11-26 21:24:09,,,0,,,,PROTONS,,,,
8489,362691,362698,57456,2022-11-25 21:42:56,2022-11-26 16:46:37,2022-11-26 00:40:50,2022-11-26 16:38:26,2022-11-26 16:46:37,837.240367487556,786.942880415965,1441,93.992,18.720485938,56.003106,PROTONS,2378,60.0,6799.44,25ns_2390b_2378_1967_2106_180bpi_18inj_2INDIV
8488,362689,362690,,2022-11-25 20:01:30,2022-11-25 21:42:56,,,2022-11-25 21:42:56,,,0,,,,PROTONS,2378,,,25ns_2390b_2378_1967_2106_180bpi_18inj_2INDIV
8487,362686,362688,,2022-11-25 18:35:19,2022-11-25 20:01:30,,,2022-11-25 20:01:30,,,0,,,,PROTONS,,,,
8486,362681,362685,,2022-11-25 17:10:08,2022-11-25 18:35:19,,,2022-11-25 18:35:19,,,0,,,,PROTONS,2450,,,25ns_2390b_2378_1967_2106_180bpi_18inj_2INDIV
8485,362680,362680,,2022-11-25 16:46:41,2022-11-25 17:10:08,,,2022-11-25 17:10:08,,,0,,,,PROTONS,,,,
8484,362653,362679,21442,2022-11-25 05:56:14,2022-11-25 16:46:41,2022-11-25 07:52:20,2022-11-25 13:49:42,2022-11-25 16:46:41,393.627122975231,334.745458649098,3912,85.041,19.882349479,57.730918,PROTONS,2450,60.0,6799.44,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8483,362651,362652,,2022-11-25 04:42:18,2022-11-25 05:56:14,,,2022-11-25 05:56:14,,,0,,,,PROTONS,,,,
8482,362648,362650,,2022-11-25 02:45:13,2022-11-25 04:42:18,,,2022-11-25 04:42:18,,,0,,,,PROTONS,2450,,,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8481,362647,362647,,2022-11-25 01:16:05,2022-11-25 02:45:13,,,2022-11-25 02:45:13,,,0,,,,PROTONS,2450,,,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8480,362645,362646,,2022-11-24 23:12:26,2022-11-25 01:16:05,,,2022-11-25 01:16:05,,,0,,,,PROTONS,,,,
8479,362642,362644,7819,2022-11-24 18:51:26,2022-11-24 23:12:26,2022-11-24 20:53:19,2022-11-24 23:03:38,2022-11-24 23:12:26,0.158172479873,0.151776559283,50,95.956,0.038747562,26.323864,PROTONS,9,60.0,6799.44,Single_12b_9_1_3_BSRT_2018_pilot
8478,362639,362640,,2022-11-24 17:33:55,2022-11-24 18:51:26,,,2022-11-24 18:51:26,,,0,,,,PROTONS,9,,,Single_12b_9_1_3_BSRT_2018_pilot
8477,362629,362632,,2022-11-24 16:07:05,2022-11-24 17:33:55,,,2022-11-24 17:33:55,,,0,,,,PROTONS,,,,
8476,362628,362628,,2022-11-24 15:55:33,2022-11-24 16:07:05,,,2022-11-24 16:07:05,,,0,,,,PROTONS,,,,
8475,362620,362626,,2022-11-24 14:37:35,2022-11-24 15:55:33,,,2022-11-24 15:55:33,,,0,,,,PROTONS,,,,
8474,362609,362618,28949,2022-11-24 04:17:47,2022-11-24 14:37:35,2022-11-24 06:31:25,2022-11-24 14:33:54,2022-11-24 14:37:35,566.319549759787,496.501873841333,2140,87.672,21.230414323,61.645196,PROTONS,2450,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8473,362601,362607,,2022-11-24 01:27:03,2022-11-24 04:17:47,,,2022-11-24 04:17:47,,,0,,,,PROTONS,2450,,,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8472,,,,2022-11-23 22:25:10,2022-11-24 01:27:03,,,2022-11-24 01:27:03,,,0,,,,PROTONS,,,,
8471,362585,362600,4302,2022-11-23 18:55:48,2022-11-23 22:25:10,2022-11-23 20:58:55,2022-11-23 22:10:37,2022-11-23 22:25:10,79.778924524462,70.632817136198,288,88.536,19.800309766,57.492705,PROTONS,2450,60.0,6799.44,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8470,362581,362584,,2022-11-23 14:51:16,2022-11-23 18:55:48,,,2022-11-23 18:55:48,,,0,,,,PROTONS,144,,,25ns_156b_144_90_96_48bpi_4inj_MD7003
8469,362572,362579,,2022-11-23 12:27:44,2022-11-23 14:51:16,,,2022-11-23 14:51:16,,,0,,,,PROTONS,144,,,25ns_156b_144_90_96_48bpi_4inj_MD7003
8468,362571,362571,,2022-11-23 12:04:49,2022-11-23 12:27:44,,,2022-11-23 12:27:44,,,0,,,,PROTONS,,,,
8467,362531,362570,,2022-11-23 05:20:47,2022-11-23 12:04:49,,,2022-11-23 12:04:49,,,0,,,,PROTONS,,,,
8466,362526,362529,,2022-11-23 03:13:34,2022-11-23 05:20:47,,,2022-11-23 05:20:47,,,0,,,,PROTONS,0,,,Quench_test_2022
8465,362522,362525,,2022-11-23 00:13:24,2022-11-23 03:13:34,,,2022-11-23 03:13:34,,,0,,,,PROTONS,0,,,Quench_test_2022
8464,362515,362521,,2022-11-22 21:37:32,2022-11-23 00:13:24,,,2022-11-23 00:13:24,,,0,,,,PROTONS,,,,Quench_test_2022
8463,362506,362514,,2022-11-22 17:28:17,2022-11-22 21:37:32,,,2022-11-22 21:37:32,,,0,,,,PROTONS,,,,Quench_test_2022
8462,362488,362503,,2022-11-22 14:29:24,2022-11-22 17:28:17,,,2022-11-22 17:28:17,,,0,,,,PROTONS,50,,,25ns_350b_2_0_336_192bpi_5inj_MD7003
8461,362471,362487,,2022-11-22 11:06:58,2022-11-22 14:29:24,,,2022-11-22 14:29:24,,,0,,,,PROTONS,50,,,25ns_62b_50_2_2_48bpi_4inj_MD7003
8460,362447,362469,,2022-11-22 06:40:08,2022-11-22 11:06:58,,,2022-11-22 11:06:58,,,0,,,,PROTONS,1,,,2nominals_10pilots_lossmaps_coll_allIPs
8459,,,,2022-11-22 06:09:24,2022-11-22 06:40:08,,,2022-11-22 06:40:08,,,0,,,,PROTONS,,,,
8458,362445,362446,,2022-11-22 02:28:26,2022-11-22 06:09:24,,,2022-11-22 06:09:24,,,0,,,,PROTONS,,,,
8457,362441,362444,,2022-11-21 23:49:32,2022-11-22 02:28:26,,,2022-11-22 02:28:26,,,0,,,,PROTONS,2450,,,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8456,362430,362440,42791,2022-11-21 09:46:13,2022-11-21 23:49:32,2022-11-21 11:32:30,2022-11-21 23:25:41,2022-11-21 23:49:32,752.769586418326,671.671140812042,1711,89.227,25.840220964,75.030352,PROTONS,2450,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8455,362418,362429,,2022-11-21 06:22:27,2022-11-21 09:46:13,,,2022-11-21 09:46:13,,,0,,,,PROTONS,,,,
8454,,,,2022-11-21 05:43:27,2022-11-21 06:22:27,,,2022-11-21 06:22:27,,,0,,,,PROTONS,,,,
8453,,,,2022-11-21 04:49:19,2022-11-21 05:43:27,,,2022-11-21 05:43:27,,,0,,,,PROTONS,,,,
8452,,,,2022-11-21 04:21:08,2022-11-21 04:49:19,,,2022-11-21 04:49:19,,,0,,,,PROTONS,,,,
8451,,,,2022-11-21 03:52:24,2022-11-21 04:21:08,,,2022-11-21 04:21:08,,,0,,,,PROTONS,,,,
8450,,,,2022-11-21 03:31:43,2022-11-21 03:52:24,,,2022-11-21 03:52:24,,,0,,,,PROTONS,,,,
8449,,,,2022-11-21 03:05:48,2022-11-21 03:31:43,,,2022-11-21 03:31:43,,,0,,,,PROTONS,,,,
8448,,,,2022-11-21 02:50:29,2022-11-21 03:05:48,,,2022-11-21 03:05:48,,,0,,,,PROTONS,,,,
8447,,,,2022-11-21 01:11:52,2022-11-21 02:50:29,,,2022-11-21 02:50:29,,,0,,,,PROTONS,,,,
8446,,,,2022-11-21 00:15:45,2022-11-21 01:11:52,,,2022-11-21 01:11:52,,,0,,,,PROTONS,,,,
8445,362416,362417,,2022-11-20 22:43:19,2022-11-21 00:15:45,,,2022-11-21 00:15:45,,,0,,,,PROTONS,,,,
8444,,,,2022-11-20 22:16:38,2022-11-20 22:43:19,,,2022-11-20 22:43:19,,,0,,,,PROTONS,,,,
8443,,,,2022-11-20 21:56:03,2022-11-20 22:16:38,,,2022-11-20 22:16:38,,,0,,,,PROTONS,,,,
8442,362414,362415,,2022-11-20 21:16:53,2022-11-20 21:56:03,,,2022-11-20 21:56:03,,,0,,,,PROTONS,,,,
8441,,,,2022-11-20 20:56:18,2022-11-20 21:16:53,,,2022-11-20 21:16:53,,,0,,,,PROTONS,,,,
8440,362413,362413,,2022-11-20 19:56:12,2022-11-20 20:56:18,,,2022-11-20 20:56:18,,,0,,,,PROTONS,,,,
8439,362408,362412,,2022-11-20 18:37:31,2022-11-20 19:56:12,,,2022-11-20 19:56:12,,,0,,,,PROTONS,2450,,,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8438,,,,2022-11-20 17:35:47,2022-11-20 18:37:31,,,2022-11-20 18:37:31,,,0,,,,PROTONS,2450,,,25ns_301b_2x36bpi
8437,,,,2022-11-20 17:21:46,2022-11-20 17:35:47,,,2022-11-20 17:35:47,,,0,,,,PROTONS,,,,
8436,,,,2022-11-20 16:00:24,2022-11-20 17:21:46,,,2022-11-20 17:21:46,,,0,,,,PROTONS,,,,
8435,,,,2022-11-20 14:51:19,2022-11-20 16:00:24,,,2022-11-20 16:00:24,,,0,,,,PROTONS,,,,
8434,362405,362406,,2022-11-20 12:50:51,2022-11-20 14:51:19,,,2022-11-20 14:51:19,,,0,,,,PROTONS,,,,
8433,362404,362404,,2022-11-20 11:29:39,2022-11-20 12:50:51,,,2022-11-20 12:50:51,,,0,,,,PROTONS,2450,,,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8432,362399,362403,,2022-11-20 09:42:54,2022-11-20 11:29:39,,,2022-11-20 11:29:39,,,0,,,,PROTONS,2450,,,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8431,,,,2022-11-20 09:29:14,2022-11-20 09:42:54,,,2022-11-20 09:42:54,,,0,,,,PROTONS,,,,
8430,,,,2022-11-20 09:07:00,2022-11-20 09:29:14,,,2022-11-20 09:29:14,,,0,,,,PROTONS,,,,
8429,362389,362398,,2022-11-20 07:33:15,2022-11-20 09:07:00,,,2022-11-20 09:07:00,,,0,,,,PROTONS,,,,
8428,,,,2022-11-20 05:49:18,2022-11-20 07:33:15,,,2022-11-20 07:33:15,,,0,,,,PROTONS,2450,,,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8427,362388,362388,,2022-11-20 04:11:09,2022-11-20 05:49:18,,,2022-11-20 05:49:18,,,0,,,,PROTONS,,,,
8426,362381,362386,,2022-11-20 02:30:55,2022-11-20 04:11:09,,,2022-11-20 04:11:09,,,0,,,,PROTONS,2450,,,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8425,362379,362379,,2022-11-20 01:12:55,2022-11-20 02:30:55,,,2022-11-20 02:30:55,,,0,,,,PROTONS,2450,,,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8424,,,,2022-11-20 00:46:34,2022-11-20 01:12:55,,,2022-11-20 01:12:55,,,0,,,,PROTONS,,,,
8423,,,,2022-11-20 00:28:30,2022-11-20 00:46:34,,,2022-11-20 00:46:34,,,0,,,,PROTONS,,,,
8422,,,,2022-11-20 00:18:04,2022-11-20 00:28:30,,,2022-11-20 00:28:30,,,0,,,,PROTONS,,,,
8421,,,,2022-11-19 22:59:08,2022-11-20 00:18:04,,,2022-11-20 00:18:04,,,0,,,,PROTONS,,,,
8420,362377,362377,,2022-11-19 21:43:38,2022-11-19 22:59:08,,,2022-11-19 22:59:08,,,0,,,,PROTONS,,,,
8419,362372,362375,,2022-11-19 20:12:56,2022-11-19 21:43:38,,,2022-11-19 21:43:38,,,0,,,,PROTONS,2450,,,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8418,362364,362371,,2022-11-19 18:04:36,2022-11-19 20:12:56,,,2022-11-19 20:12:56,,,0,,,,PROTONS,2450,,,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8417,362362,362363,,2022-11-19 17:03:39,2022-11-19 18:04:36,,,2022-11-19 18:04:36,,,0,,,,PROTONS,2450,,,Single_2b_1_1_1
8416,362350,362361,,2022-11-19 15:20:14,2022-11-19 17:03:39,,,2022-11-19 17:03:39,,,0,,,,PROTONS,,,,
8415,362347,362349,,2022-11-19 12:24:55,2022-11-19 15:20:14,,,2022-11-19 15:20:14,,,0,,,,IONS,0,,,Crystal_collimation_ions_2022
8414,362326,362346,,2022-11-19 07:33:56,2022-11-19 12:24:55,,,2022-11-19 12:24:55,,,0,,,,IONS,9,,,Crystal_collimation_ions_2022
8413,362300,362325,33283,2022-11-18 19:11:18,2022-11-19 07:33:56,2022-11-18 22:16:48,2022-11-19 07:31:31,2022-11-19 07:33:56,2.30569E-7,1.9157E-7,1651,83.086,3.8E-8,3.4E-5,IONS,8,60.0,6799.56,50ns_24b_8_24_5_8bpi_10inj_PbPbtrains
8412,362282,362299,9188,2022-11-18 13:02:11,2022-11-18 19:11:18,2022-11-18 15:44:21,2022-11-18 18:17:29,2022-11-18 19:11:18,1.59392E-7,1.35283E-7,678,84.874,3.0E-8,3.0E-5,IONS,7,60.0,6799.56,Multi_20b_7_16_7_3bpi_8inj_PbTest2022
8411,362275,362280,,2022-11-18 12:12:26,2022-11-18 13:02:11,,,2022-11-18 13:02:11,,,0,,,,IONS,7,,,Multi_20b_7_16_7_3bpi_8inj_PbTest2022
8410,362273,362273,,2022-11-18 11:05:37,2022-11-18 12:12:26,,,2022-11-18 12:12:26,,,0,,,,IONS,,,,
8409,,,,2022-11-18 11:05:21,2022-11-18 11:05:37,,,2022-11-18 11:05:37,,,0,,,,IONS,,,,
8408,362255,362272,,2022-11-18 04:06:35,2022-11-18 11:05:21,,,2022-11-18 11:05:21,,,0,,,,IONS,,,,
8407,362252,362253,,2022-11-18 03:20:33,2022-11-18 04:06:35,,,2022-11-18 04:06:35,,,0,,,,IONS,0,,,Crystal_collimation_ions_2022
8406,362251,362251,,2022-11-18 02:13:25,2022-11-18 03:20:33,,,2022-11-18 03:20:33,,,0,,,,IONS,0,,,Crystal_collimation_ions_2022
8405,362249,362250,,2022-11-18 01:23:54,2022-11-18 02:13:25,,,2022-11-18 02:13:25,,,0,,,,IONS,0,,,Crystal_collimation_ions_2022
8404,362235,362248,,2022-11-17 17:43:12,2022-11-18 01:23:54,,,2022-11-18 01:23:54,,,0,,,,IONS,,,,
8403,362170,362233,,2022-11-17 10:28:03,2022-11-17 17:43:12,,,2022-11-17 17:43:12,,,0,,,,IONS,8,,,Single_20b_8_16_8_1bpi_20inj_PbPbtest2022
8402,362155,362169,28834,2022-11-17 00:17:39,2022-11-17 10:28:03,2022-11-17 02:21:22,2022-11-17 10:21:56,2022-11-17 10:28:03,514.904644440706,469.081975305267,1609,91.101,19.120161458,55.517808,PROTONS,2450,60.0,6799.44,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8401,362136,362154,39197,2022-11-16 11:04:45,2022-11-17 00:17:39,2022-11-16 13:18:05,2022-11-17 00:11:22,2022-11-17 00:17:39,655.91268168368,608.527344066267,1571,92.776,19.135009375,55.560921,PROTONS,2450,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8400,362126,362135,,2022-11-16 10:36:33,2022-11-16 11:04:45,,,2022-11-16 11:04:45,,,0,,,,PROTONS,,,,
8399,362092,362122,27813,2022-11-15 22:29:57,2022-11-16 10:36:33,2022-11-16 01:16:45,2022-11-16 09:00:18,2022-11-16 10:36:33,498.74880878983,459.223292877526,1126,92.075,19.031475,55.260297,PROTONS,2450,60.0,6799.44,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8398,362079,362091,40592,2022-11-15 08:51:36,2022-11-15 22:29:57,2022-11-15 11:02:01,2022-11-15 22:18:33,2022-11-15 22:29:57,662.159021905634,610.549104865515,1217,92.206,19.599395833,56.909326,PROTONS,2450,60.0,6799.44,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8397,362078,362078,,2022-11-15 08:22:54,2022-11-15 08:51:36,,,2022-11-15 08:51:36,,,0,,,,PROTONS,,,,
8396,362065,362077,,2022-11-15 05:43:37,2022-11-15 08:22:54,,,2022-11-15 08:22:54,,,0,,,,PROTONS,,,,
8395,362056,362064,49154,2022-11-14 14:17:55,2022-11-15 05:43:37,2022-11-14 15:59:56,2022-11-15 05:39:10,2022-11-15 05:43:37,756.762416816353,680.217984298217,2696,89.885,19.106253516,55.477425,PROTONS,2450,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8394,362048,362053,,2022-11-14 13:01:18,2022-11-14 14:17:55,,,2022-11-14 14:17:55,,,0,,,,PROTONS,,,,
8393,362047,362047,,2022-11-14 12:26:24,2022-11-14 13:01:18,,,2022-11-14 13:01:18,,,0,,,,PROTONS,,,,
8392,362007,362046,515,2022-11-14 07:10:11,2022-11-14 12:26:24,2022-11-14 08:33:40,2022-11-14 08:42:15,2022-11-14 12:26:24,9.092575398938,8.255081430017,31,90.789,17.918207422,52.027783,PROTONS,2450,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8391,362002,362006,,2022-11-14 05:28:09,2022-11-14 07:10:11,,,2022-11-14 07:10:11,,,0,,,,PROTONS,,,,
8390,361997,362001,,2022-11-13 18:45:41,2022-11-14 05:28:09,,,2022-11-14 05:28:09,,,0,,,,PROTONS,,,,
8389,361987,361996,11331,2022-11-13 12:54:10,2022-11-13 18:45:41,2022-11-13 14:15:45,2022-11-13 17:24:36,2022-11-13 18:45:41,207.63860114769,175.334435725102,1310,84.442,19.227125391,55.828391,PROTONS,2450,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8388,361976,361986,,2022-11-13 11:03:33,2022-11-13 12:54:10,,,2022-11-13 12:54:10,,,0,,,,PROTONS,,,,
8387,361970,361974,55032,2022-11-12 16:19:43,2022-11-13 11:03:33,2022-11-12 17:50:44,2022-11-13 09:07:56,2022-11-13 11:03:33,879.633210748617,833.679893352465,535,94.776,19.484208594,56.574865,PROTONS,2450,60.0,6799.44,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8386,361962,361969,,2022-11-12 15:21:03,2022-11-12 16:19:43,,,2022-11-12 16:19:43,,,0,,,,PROTONS,,,,
8385,361953,361961,43362,2022-11-12 01:36:10,2022-11-12 15:21:03,2022-11-12 03:06:36,2022-11-12 15:09:18,2022-11-12 15:21:03,498.665713702909,468.201328110965,1069,93.891,15.232645052,60.135008,PROTONS,2450,60.0,6799.56,25ns_1815b_1802_1443_1542_180bpi_14inj_3INDIVs
8384,361950,361952,,2022-11-12 00:30:26,2022-11-12 01:36:10,,,2022-11-12 01:36:10,,,0,,,,PROTONS,,,,
8383,361946,361949,8250,2022-11-11 20:51:02,2022-11-12 00:30:26,2022-11-11 22:06:50,2022-11-12 00:24:20,2022-11-12 00:30:26,32.02885383462,31.053261755397,99,96.954,4.329249577,53.283363,PROTONS,578,60.0,6799.44,25ns_591b_578_510_540_72bpi_12inj_3INDIV
8382,361936,361945,,2022-11-11 19:11:19,2022-11-11 20:51:02,,,2022-11-11 20:51:02,,,0,,,,PROTONS,,,,
8381,361902,361934,84619,2022-11-10 18:00:16,2022-11-11 19:11:19,2022-11-10 19:31:48,2022-11-11 19:02:07,2022-11-11 19:11:19,1.246163359381,1.117520313553,9417,89.677,0.018529502,0.915394,PROTONS,144,1920.0,6799.44,525ns_146b_144_35_22_8bpi_20inj_nocloseLR
8380,361894,361901,,2022-11-10 16:49:17,2022-11-10 18:00:16,,,2022-11-10 18:00:16,,,0,,,,PROTONS,,,,
8379,361880,361893,60126,2022-11-09 22:51:05,2022-11-10 16:49:17,2022-11-10 00:05:50,2022-11-10 16:47:56,2022-11-10 16:49:17,0.351815163188,0.332926748931,2444,94.631,0.006490135,0.796036,PROTONS,58,1920.0,6799.56,Multi_70b_58_20_22_4bpi_19inj
8378,361873,361879,,2022-11-09 21:24:31,2022-11-09 22:51:05,,,2022-11-09 22:51:05,,,0,,,,PROTONS,,,,
8377,361867,361872,,2022-11-09 17:10:49,2022-11-09 21:24:31,,,2022-11-09 21:24:31,,,0,,,,PROTONS,1,,,2nominals_10pilots_lossmaps_coll_allIPs
8376,361852,361866,,2022-11-09 15:04:30,2022-11-09 17:10:49,,,2022-11-09 17:10:49,,,0,,,,PROTONS,1,,,2nominals_10pilots_lossmaps_coll_allIPs
8375,361835,361850,,2022-11-09 11:29:04,2022-11-09 15:04:30,,,2022-11-09 15:04:30,,,0,,,,PROTONS,1,,,2nominals_10pilots_lossmaps_coll_allIPs
8374,361811,361827,,2022-11-09 07:35:36,2022-11-09 11:29:04,,,2022-11-09 11:29:04,,,0,,,,PROTONS,1,,,2nominals_10pilots_lossmaps_coll_allIPs
8373,361793,361810,,2022-11-09 00:59:15,2022-11-09 07:35:36,,,2022-11-09 07:35:36,,,0,,,,PROTONS,,,,MD8403_25ns_804b_4x36bpi_200bs_8inj_noncolliding
8372,361791,361792,,2022-11-08 23:12:11,2022-11-09 00:59:15,,,2022-11-09 00:59:15,,,0,,,,PROTONS,,,,
8371,361787,361790,,2022-11-08 21:21:48,2022-11-08 23:12:11,,,2022-11-08 23:12:11,,,0,,,,PROTONS,0,,,MD8403_25ns_804b_4x36bpi_200bs_8inj_noncolliding
8370,361784,361786,,2022-11-08 19:27:32,2022-11-08 21:21:48,,,2022-11-08 21:21:48,,,0,,,,PROTONS,0,,,MD8403_25ns_804b_4x36bpi_200bs_8inj_noncolliding
8369,361776,361782,,2022-11-08 17:08:01,2022-11-08 19:27:32,,,2022-11-08 19:27:32,,,0,,,,PROTONS,0,,,MD8404_25ns8b4e_732b_2x48bpi_400bs_9inj_noncolliding
8368,361766,361775,,2022-11-08 15:23:55,2022-11-08 17:08:01,,,2022-11-08 17:08:01,,,0,,,,PROTONS,0,,,MD8403_25ns_804b_4x36bpi_200bs_8inj_noncolliding
8367,361742,361765,,2022-11-08 13:25:10,2022-11-08 15:23:55,,,2022-11-08 15:23:55,,,0,,,,PROTONS,0,,,MD8403_25ns_804b_4x36bpi_200bs_8inj_noncolliding
8366,361737,361740,,2022-11-08 11:08:00,2022-11-08 13:25:10,,,2022-11-08 13:25:10,,,0,,,,PROTONS,0,,,MD8403_25ns_804b_4x36bpi_200bs_8inj
8365,361731,361735,,2022-11-08 09:26:15,2022-11-08 11:08:00,,,2022-11-08 11:08:00,,,0,,,,PROTONS,1538,,,MD8403_25ns_804b_4x36bpi_200bs_8inj
8364,361728,361729,,2022-11-08 06:21:55,2022-11-08 09:26:15,,,2022-11-08 09:26:15,,,0,,,,PROTONS,,,,
8363,361726,361727,,2022-11-07 23:46:23,2022-11-08 06:21:55,,,2022-11-08 06:21:55,,,0,,,,PROTONS,1,,,2nominals_10pilots_lossmaps_coll_allIPs
8362,361695,361724,,2022-11-07 16:32:02,2022-11-07 23:46:23,,,2022-11-07 23:46:23,,,0,,,,PROTONS,6,,,Single_42b_0_0_0_noHOnoLR
8361,361668,361694,,2022-11-07 13:22:28,2022-11-07 16:32:02,,,2022-11-07 16:32:02,,,0,,,,PROTONS,6,,,Single_12b_6_6_6_noLR
8360,361649,361667,,2022-11-07 12:01:25,2022-11-07 13:22:28,,,2022-11-07 13:22:28,,,0,,,,PROTONS,,,,
8359,361628,361647,,2022-11-07 08:33:16,2022-11-07 12:01:25,,,2022-11-07 12:01:25,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8358,361622,361627,,2022-11-07 07:00:31,2022-11-07 08:33:16,,,2022-11-07 08:33:16,,,0,,,,PROTONS,,,,
8357,361619,361620,,2022-11-07 05:39:28,2022-11-07 07:00:31,,,2022-11-07 07:00:31,,,0,,,,PROTONS,,,,
8356,361618,361618,,2022-11-07 02:10:15,2022-11-07 05:39:28,,,2022-11-07 05:39:28,,,0,,,,PROTONS,1428,,,Single_42b_0_0_0_noHOnoLR
8355,361617,361617,,2022-11-07 02:00:28,2022-11-07 02:10:15,,,2022-11-07 02:10:15,,,0,,,,PROTONS,,,,
8354,,,,2022-11-06 22:34:47,2022-11-07 02:00:28,,,2022-11-07 02:00:28,,,0,,,,PROTONS,,,,
8353,,,,2022-11-06 19:38:05,2022-11-06 22:34:47,,,2022-11-06 22:34:47,,,0,,,,PROTONS,,,,
8352,,,,2022-11-06 18:21:02,2022-11-06 19:38:05,,,2022-11-06 19:38:05,,,0,,,,PROTONS,,,,
8351,,,,2022-11-06 16:55:29,2022-11-06 18:21:02,,,2022-11-06 18:21:02,,,0,,,,PROTONS,,,,
8350,361615,361616,,2022-11-06 15:01:42,2022-11-06 16:55:29,,,2022-11-06 16:55:29,,,0,,,,PROTONS,,,,
8349,361599,361614,,2022-11-06 02:53:53,2022-11-06 15:01:42,,,2022-11-06 15:01:42,,,0,,,,PROTONS,0,,,Single_42b_0_0_0_noHOnoLR
8348,361585,361596,,2022-11-05 17:01:16,2022-11-06 02:53:53,,,2022-11-06 02:53:53,,,0,,,,PROTONS,2450,,,25ns_158b_145_0_0_MD8043
8347,361576,361580,30523,2022-11-05 06:28:33,2022-11-05 17:01:16,2022-11-05 08:30:38,2022-11-05 16:59:21,2022-11-05 17:01:16,519.988394654564,484.309150725831,2774,93.138,19.065297396,55.358504,PROTONS,2450,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8346,361575,361575,,2022-11-05 06:03:51,2022-11-05 06:28:33,,,2022-11-05 06:28:33,,,0,,,,PROTONS,,,,
8345,361567,361574,21005,2022-11-04 19:27:39,2022-11-05 06:03:51,2022-11-04 21:56:57,2022-11-05 03:47:02,2022-11-05 06:03:51,380.273228414777,347.680836497463,1641,91.429,19.185828255,55.70848,PROTONS,2450,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8344,361561,361566,,2022-11-04 16:10:03,2022-11-04 19:27:39,,,2022-11-04 19:27:39,,,0,,,,PROTONS,2450,,,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8343,361553,361560,,2022-11-04 13:12:22,2022-11-04 16:10:03,,,2022-11-04 16:10:03,,,0,,,,PROTONS,,,,
8342,361512,361552,36084,2022-11-03 19:15:01,2022-11-04 13:12:22,2022-11-03 20:41:44,2022-11-04 06:43:08,2022-11-04 13:12:22,605.827691642219,575.469493737822,354,94.989,19.51787513,56.67262,PROTONS,2450,60.0,6799.68,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV
8341,,,,2022-11-03 18:49:37,2022-11-03 19:15:01,,,2022-11-03 19:15:01,,,0,,,,PROTONS,,,,
8340,361506,361510,,2022-11-03 17:15:16,2022-11-03 18:49:37,,,2022-11-03 18:49:37,,,0,,,,PROTONS,,,,
8339,361503,361505,,2022-11-03 16:39:09,2022-11-03 17:15:16,,,2022-11-03 17:15:16,,,0,,,,PROTONS,,,,
8338,361501,361502,,2022-11-03 15:48:13,2022-11-03 16:39:09,,,2022-11-03 16:39:09,,,0,,,,PROTONS,,,,
