mass charge yield
1.3 0.09 2382.797503125
1.3 0.1 2772.1168750000006
1.5 0.001 0.0
1.5 0.003 0.0068396220703125
1.5 0.004 0.053868164062499994
1.5 0.0043 0.05123841724121094
1.5 0.0045 0.08774216235351562
1.5 0.005 0.18583780517578125
1.5 0.006 0.36930701953125
1.5 0.0065 0.5336307443847655
1.5 0.007 0.750211150390625
1.5 0.008 1.539100125
1.5 0.009 2.1322463730468746
1.5 0.01 3.357417578125
1.5 0.02 42.006875
1.5 0.03 128.8552640625
1.5 0.033 159.658426125
1.5 0.035 182.02119960937503
1.5 0.037 203.10997374999997
1.5 0.04 243.065075
1.5 0.05 377.5450000000001
1.5 0.06 547.3087312499999
1.5 0.08 913.979
1.7 0.001 0.0
1.7 0.003 0.00022752568817138673
1.7 0.004 0.001076675048828125
1.7 0.005 0.004878121185302735
1.7 0.006 0.014392925903320314
1.7 0.007 0.028039559143066408
1.7 0.008 0.048223593749999995
1.7 0.009 0.08513206787109374
1.7 0.01 0.1605736083984375
1.7 0.02 2.2546755859375
1.7 0.023 3.502970066894531
1.7 0.025 4.468069763183594
1.7 0.027 5.456171311523437
1.7 0.03 7.3580923828125
1.7 0.04 14.5290109375
1.7 0.05 23.688972167968753
1.7 0.06 33.5601421875
1.7 0.07 44.361570996093754
1.7 0.08 57.984581250000005
1.7 0.09 71.47288125
1.7 0.1 64.90898925781251
2.0 0.001 0.0
2.0 0.003 0.0
2.0 0.004 0.0008281676635742187
2.0 0.005 0.0020058366775512694
2.0 0.006 0.0053203952636718755
2.0 0.007 0.016524668304443362
2.0 0.008 0.024774689453125
2.0 0.009 0.05423517553710937
2.0 0.01 0.07168105468750001
2.0 0.02 0.870983984375
2.0 0.023 1.461024900878906
2.0 0.025 1.7932151794433597
2.0 0.027 2.3091210263671873
2.0 0.03 3.113241064453125
2.0 0.033 3.988333819335938
2.0 0.035 4.571552258300782
2.0 0.037 5.214195795654296
2.0 0.04 6.27963125
2.0 0.05 10.407209472656252
2.0 0.06 15.03879609375
2.0 0.07 20.274573046875002
2.0 0.08 26.571896875
2.0 0.09 33.23221962890625
2.0 0.093 31.824394587158206
2.0 0.095 36.153449328613284
2.0 0.1 37.455229492187506
2.0 0.2 106.01066406250003
2.3 0.001 0.0
2.3 0.003 3.060477089881897e-05
2.3 0.004 0.00024125473022460937
2.3 0.005 0.0008318095207214356
2.3 0.006 0.010121052612304688
2.3 0.007 0.012745353393554688
2.3 0.008 0.0234215078125
2.3 0.009 0.042135513793945305
2.3 0.01 0.057805511474609376
2.3 0.02 0.83326259765625
2.3 0.023 1.2563520112304687
2.3 0.025 1.6304832458496097
2.3 0.027 2.089500521484375
2.3 0.03 2.7512751708984373
2.3 0.04 5.76715546875
2.3 0.05 9.154304199218751
2.3 0.06 13.46879794921875
2.3 0.07 18.251873144531253
2.3 0.08 23.458650000000002
2.3 0.09 29.34934145507812
2.3 0.093 31.249569715576172
2.3 0.095 32.88579340209961
2.3 0.1 36.186215820312505
2.5 0.003 0.0
2.5 0.004 7.47251205444336e-05
2.5 0.005 0.0016187969207763673
2.5 0.006 0.002952660827636719
2.5 0.007 0.007647223251342775
2.5 0.008 0.0187650625
2.5 0.009 0.03908783688354492
2.5 0.01 0.059453503417968755
2.5 0.02 0.8076953125
2.5 0.023 1.2338918542480468
2.5 0.025 1.6045529174804691
2.5 0.027 2.0264055358886717
2.5 0.03 2.7173045654296875
2.5 0.033 3.4663555942382818
2.5 0.035 4.092310186767579
2.5 0.037 4.501684103759765
2.5 0.04 5.60095703125
2.5 0.05 9.026304931640627
2.5 0.06 13.1382861328125
2.5 0.07 17.523640551757815
2.5 0.08 22.082721875
2.5 0.09 28.318675781249997
2.5 0.093 30.3190758347168
2.5 0.095 29.866990393066406
2.5 0.1 32.362575683593754
2.5 0.2 101.25459960937502
2.7 0.001 0.0
2.7 0.003 0.00024221367073059083
2.7 0.004 0.0005119664001464844
2.7 0.005 0.001543935012817383
2.7 0.006 0.003783899597167969
2.7 0.007 0.0077144524536132825
2.7 0.008 0.02015139453125
2.7 0.009 0.03146069860839843
2.7 0.01 0.05832884521484375
2.7 0.02 0.766654541015625
2.7 0.023 1.2126955629882812
2.7 0.027 1.943024559082031
2.7 0.03 2.6334863525390624
2.7 0.04 5.32581875
2.7 0.05 8.706506347656251
2.7 0.06 12.59721650390625
2.7 0.08 21.888696875
2.7 0.09 26.043430078125
2.7 0.093 29.274571832519534
3.0 0.001 0.0
3.0 0.003 2.7992610454559328e-05
3.0 0.004 0.00034626879882812496
3.0 0.005 0.0011567222595214844
3.0 0.006 0.005308508605957031
3.0 0.007 0.012629498779296876
3.0 0.008 0.021178761718749998
3.0 0.009 0.0389038367614746
3.0 0.01 0.04708997497558594
3.0 0.02 0.685542041015625
3.0 0.023 1.0824780026855467
3.0 0.025 1.3215138244628908
3.0 0.027 1.6985514902343748
3.0 0.03 2.307921240234375
3.0 0.04 4.680333984375
3.0 0.05 7.557891235351564
3.0 0.06 10.85611728515625
3.0 0.07 14.850418994140627
3.0 0.08 18.365775
3.0 0.09 23.833684423828124
3.0 0.093 25.668935494628908
3.0 0.095 26.256593786621092
3.0 0.1 28.930878906250005
3.5 0.001 0.0
3.5 0.003 0.00017632052421569824
3.5 0.004 0.0002593182373046875
3.5 0.005 0.0013138717651367188
3.5 0.006 0.003965738708496094
3.5 0.007 0.007739731536865235
3.5 0.008 0.01359737109375
3.5 0.009 0.03393970697021484
3.5 0.01 0.046042010498046876
3.5 0.02 0.627924462890625
3.5 0.023 0.9571607956542968
3.5 0.025 1.1137281799316407
3.5 0.027 1.5345768581542967
3.5 0.03 1.997615478515625
3.5 0.033 2.4888456914062504
3.5 0.035 2.976531079101563
3.5 0.037 3.3543133720703118
3.5 0.04 4.088956640625001
3.5 0.05 6.495155639648439
3.5 0.06 9.0366328125
3.5 0.07 12.861905444335939
3.5 0.08 16.658278125000002
3.5 0.093 21.339899837402346
3.5 0.095 21.703895520019532
3.7 0.001 0.0
3.7 0.003 2.2806720256805422e-05
3.7 0.004 0.00028443551635742186
3.7 0.005 0.001639406204223633
3.7 0.006 0.004107296447753907
3.7 0.007 0.009985892105102541
3.7 0.008 0.016744867187499998
3.7 0.009 0.028613828430175778
3.7 0.01 0.04581359252929688
3.7 0.02 0.5892791015625001
3.7 0.023 0.9076843142089843
3.7 0.025 1.169939422607422
3.7 0.027 1.4452222994384765
3.7 0.03 1.899366943359375
3.7 0.033 2.4219258969726565
3.7 0.035 2.788751080322266
3.7 0.037 3.181210741943359
3.7 0.04 3.7515453125000002
3.7 0.05 6.112779541015626
3.7 0.06 8.753501953125
3.7 0.07 11.924117700195314
3.7 0.08 15.407609375000002
3.7 0.09 18.577440966796875
3.7 0.095 20.720461364746093
3.7 0.1 23.461535644531253
4.0 0.001 0.0
4.0 0.003 3.04334077835083e-05
4.0 0.004 0.00041488558959960935
4.0 0.005 0.002107077217102051
4.0 0.006 0.00480825
4.0 0.007 0.009253433471679689
4.0 0.008 0.010430763671875
4.0 0.009 0.02779295196533203
4.0 0.01 0.042783581542968754
4.0 0.02 0.5307677734375
4.0 0.023 0.8058014455566406
4.0 0.025 0.9973107147216799
4.0 0.027 1.2486897905273437
4.0 0.03 1.6415492431640624
4.0 0.033 2.0936639157714847
4.0 0.035 2.3668387695312503
4.0 0.037 2.7199763930664056
4.0 0.04 3.2409033203125
4.0 0.05 5.195275268554688
4.0 0.06 7.497242578124999
4.0 0.07 10.065021093750001
4.0 0.08 12.35550859375
4.0 0.09 15.875048803710937
4.0 0.093 16.314178361572267
4.0 0.095 17.081001217651366
4.0 0.1 19.257009277343755
4.5 0.001 0.0
4.5 0.003 6.35178508758545e-05
4.5 0.004 0.0004131411743164062
4.5 0.005 0.0015172181129455566
4.5 0.006 0.0036484725036621097
4.5 0.007 0.005960463897705079
4.5 0.008 0.011683384765624999
4.5 0.009 0.021598827484130858
4.5 0.01 0.034255450439453126
4.5 0.02 0.38574335937500004
4.5 0.03 1.1740629638671876
4.5 0.033 1.409984345214844
4.5 0.035 1.7046622680664065
4.5 0.037 1.9237367814941404
4.5 0.04 2.2963289062500003
4.5 0.05 3.6922369384765634
4.5 0.06 5.3465326171875
4.5 0.07 7.22542264404297
4.5 0.1 13.495075683593752
4.7 0.001 0.0
4.7 0.003 2.8023389339447024e-05
4.7 0.004 0.00014560343933105467
4.7 0.005 0.0005247645378112793
4.7 0.006 0.0017896585693359375
4.7 0.007 0.004694656234741211
4.7 0.008 0.0076736201171875
4.7 0.009 0.01626886161804199
4.7 0.01 0.023980572509765628
4.7 0.02 0.2571144775390625
4.7 0.03 0.8002891296386718
4.7 0.04 1.585145703125
4.7 0.05 2.5704013061523443
4.7 0.06 3.742363037109375
4.7 0.07 4.9857215881347665
4.7 0.08 5.982376171875
4.7 0.09 7.541766430664062
4.7 0.093 7.838669889953613
4.7 0.095 8.105214018249512
4.7 0.1 9.165645141601564
4.7 0.2 25.447600097656256
5.0 0.001 0.0
5.0 0.003 4.925461649894715e-06
5.0 0.004 3.394070053100586e-05
5.0 0.005 0.00014148956537246704
5.0 0.006 0.0005731265258789063
5.0 0.007 0.004299741401672364
5.0 0.008 0.004391794921875
5.0 0.009 0.009879010208129882
5.0 0.01 0.012103120422363282
5.0 0.02 0.14029283447265625
5.0 0.03 0.4284959381103515
5.0 0.04 0.90670361328125
5.0 0.05 1.4825689697265627
5.0 0.06 2.129207080078125
5.0 0.07 2.9101914672851565
5.0 0.08 3.815896484375
5.0 0.09 5.084161962890625
5.0 0.093 5.358853674316406
5.0 0.095 5.929346229553222
5.5 0.01 0.006621888732910156
5.5 0.02 0.0971200439453125
5.5 0.03 0.3583452667236328
5.5 0.04 0.6584284667968751
5.5 0.05 1.1052539062500002
5.5 0.06 1.640268896484375
5.5 0.07 2.239608941650391
5.5 0.08 2.8978404296875
5.5 0.09 3.609834906005859
5.5 0.093 3.8914603434448245
5.5 0.095 4.041324932861328
5.5 0.1 3.839241943359376
5.5 0.13 6.436447106933595
5.5 0.15 7.736123886108398
5.5 0.17 9.48531285095215
5.5 0.2 14.230544433593753
5.5 0.3 15.328991546630858
6.0 0.01 0.006248241424560547
6.0 0.02 0.08423665771484376
6.0 0.03 0.3127001220703125
6.0 0.04 0.624856982421875
6.0 0.05 1.0450703430175783
6.0 0.06 1.518383056640625
6.0 0.07 2.0911593383789064
6.0 0.08 2.619510546875
6.0 0.09 3.330251916503906
6.0 0.093 3.5562197400512696
6.0 0.095 3.693682858276367
6.0 0.1 3.812688293457032
6.0 0.13 5.989214971923829
6.0 0.15 7.8611297607421875
6.0 0.17 9.12245856933594
6.0 0.2 11.224129638671878
6.0 0.3 14.626200256347655
6.5 0.01 0.007372224426269532
6.5 0.02 0.08442296752929689
6.5 0.03 0.2970215881347656
6.5 0.04 0.6111668945312501
6.5 0.05 0.9828480529785159
6.5 0.06 1.4655786987304686
6.5 0.07 1.9702080841064455
6.5 0.08 2.6018992187500003
6.5 0.09 3.1935139892578124
6.5 0.093 3.40999019329834
6.5 0.095 3.6488839569091795
6.5 0.1 3.6630795288085944
6.5 0.13 6.077829086303711
6.5 0.15 7.501725082397461
6.5 0.17 8.635014489746096
6.5 0.2 10.566678466796876
6.5 0.3 9.051161270141602
7.0 0.01 0.005568963623046875
7.0 0.02 0.07857744140625
7.0 0.03 0.2697622833251953
7.0 0.04 0.5711421875
7.0 0.05 0.9506431579589846
7.0 0.06 1.3926522216796875
7.0 0.07 1.8806013977050784
7.0 0.08 2.4531111328125
7.0 0.09 3.071821920776367
7.0 0.093 3.2669427859497073
7.0 0.095 3.4730107566833497
7.0 0.1 3.306089172363282
7.0 0.13 5.408693164062501
7.0 0.15 6.299320220947266
7.0 0.17 8.648579003906251
7.0 0.2 10.004653320312501
7.0 0.3 19.145975646972655
8.0 0.01 0.004273211669921876
8.0 0.02 0.06577735595703126
8.0 0.03 0.23303990478515624
8.0 0.04 0.48819375000000004
8.0 0.05 0.8081296539306643
8.0 0.06 1.1823338012695312
8.0 0.07 1.6008493499755863
8.0 0.08 2.085375
8.0 0.09 2.6077958404541013
8.0 0.093 2.8405250200195313
8.0 0.095 2.9445990447998045
8.0 0.1 3.2759173583984382
8.0 0.13 5.069446087646485
8.0 0.15 6.418534927368164
8.0 0.17 7.608612927246095
8.0 0.2 9.045999755859377
8.0 0.3 13.978892669677734
9.0 0.001 0.0
9.0 0.003 0.0
9.0 0.004 0.0
9.0 0.005 0.0
9.0 0.006 0.00027476531982421876
9.0 0.007 0.0003740042610168457
9.0 0.008 0.0012214713134765624
9.0 0.009 0.0015455359210968015
9.0 0.01 0.004349858093261719
9.0 0.02 0.059850799560546876
9.0 0.03 0.2301478775024414
9.0 0.04 0.47757021484375
9.0 0.05 0.7805378723144533
9.0 0.06 1.1281549438476561
9.0 0.07 1.5560546051025392
9.0 0.08 2.0518896484375
9.0 0.09 2.535210516357422
9.0 0.093 2.759754741394043
9.0 0.095 2.8349869384765625
9.0 0.1 2.896815490722657
9.0 0.13 4.7470794128417975
9.0 0.15 5.821572875976562
9.0 0.2 8.851815185546876
9.0 0.3 11.334464950561523
10.0 0.01 0.0043009353637695315
10.0 0.02 0.05550463256835938
10.0 0.03 0.2010535125732422
10.0 0.04 0.4345904296875
10.0 0.05 0.7128904724121096
10.0 0.06 1.0528002685546876
10.0 0.07 1.4618405609130862
10.0 0.08 1.8871486328125
10.0 0.09 2.4080364624023436
10.0 0.093 2.526288753845215
10.0 0.095 2.6081043655395506
10.0 0.1 2.653878479003907
10.0 0.13 4.215785920715333
10.0 0.15 5.393752899169922
10.0 0.17 6.678723147583009
10.0 0.2 8.923757324218752
10.0 0.3 14.672090148925781
12.0 0.01 0.003789039993286133
12.0 0.02 0.053126354980468755
12.0 0.03 0.19127124481201171
12.0 0.04 0.40602783203125004
12.0 0.05 0.6844479370117189
12.0 0.06 0.9921583740234374
12.0 0.07 1.363803176879883
12.0 0.08 1.758023828125
12.0 0.09 2.1906048065185546
12.0 0.093 2.3521893565979006
12.0 0.095 2.476313971710205
12.0 0.1 2.640759887695313
12.0 0.13 4.165790173339844
12.0 0.17 6.930580368041993
12.0 0.2 8.234544677734377
12.0 0.3 11.454354629516601
15.0 0.01 0.0035461944580078126
15.0 0.02 0.04438051147460938
15.0 0.03 0.16319702911376952
15.0 0.04 0.353306103515625
15.0 0.05 0.5829278564453126
15.0 0.06 0.8558653930664062
15.0 0.07 1.1596563735961916
15.0 0.08 1.5215492187500002
15.0 0.09 1.8952855499267578
15.0 0.093 2.0469040452575684
15.0 0.095 2.1456458267211915
15.0 0.1 2.318255004882813
15.0 0.13 3.881576403808594
15.0 0.15 4.943475151062011
15.0 0.17 6.195043705749513
15.0 0.2 7.585063476562501
15.0 0.3 9.18944480895996
17.0 0.01 0.0036991111755371097
17.0 0.02 0.049486383056640625
17.0 0.03 0.15818409118652343
17.0 0.04 0.333036767578125
17.0 0.05 0.5484348678588868
17.0 0.06 0.7888184692382813
17.0 0.07 1.0899353759765626
17.0 0.08 1.41051767578125
17.0 0.09 1.7728083984374998
17.0 0.093 1.9149975571289064
17.0 0.095 1.9867309947967529
17.0 0.1 2.178399047851563
17.0 0.13 3.7846804229736333
17.0 0.15 4.614386558532715
17.0 0.17 5.705833064270021
17.0 0.2 7.152200927734376
17.0 0.3 9.873209838867187
20.0 0.01 0.0032296684265136722
20.0 0.02 0.04530806274414063
20.0 0.03 0.15422548370361328
20.0 0.04 0.307722265625
20.0 0.05 0.5133544158935548
20.0 0.06 0.7531154846191406
20.0 0.07 1.0191751022338869
20.0 0.08 1.320363671875
20.0 0.09 1.6964516601562498
20.0 0.093 1.801031382888794
20.0 0.095 1.8640877502441406
20.0 0.1 2.0917968750000004
20.0 0.13 3.4536600280761722
20.0 0.15 4.365582962036132
20.0 0.17 5.11238512878418
20.0 0.2 6.130742797851564
20.0 0.3 9.327555999755859
25.0 0.01 0.0029122236251831056
25.0 0.02 0.04068276062011719
25.0 0.03 0.13972830963134766
25.0 0.04 0.27206386718750003
25.0 0.05 0.44469482421875006
25.0 0.06 0.6451984313964844
25.0 0.07 0.8737915130615236
25.0 0.08 1.15275029296875
25.0 0.09 1.4498915954589844
25.0 0.093 1.5442587844848634
25.0 0.095 1.6093791038513183
25.0 0.1 1.6801141357421878
25.0 0.13 2.8205619323730473
25.0 0.15 3.654403610229492
25.0 0.17 4.279306997680665
25.0 0.2 4.892639160156251
25.0 0.3 8.064374084472655
27.0 0.01 0.0034356422424316408
27.0 0.02 0.04096250915527344
27.0 0.03 0.1313030319213867
27.0 0.04 0.263687939453125
27.0 0.05 0.4250538635253907
27.0 0.06 0.6206831542968749
27.0 0.07 0.8298983215332032
27.0 0.08 1.08812958984375
27.0 0.09 1.3701109954833983
27.0 0.093 1.446063019683838
27.0 0.095 1.5148121528625489
27.0 0.1 1.6436102294921877
27.0 0.13 2.744759490966797
27.0 0.15 3.3411442565917966
27.0 0.17 3.8705922225952154
27.0 0.2 4.974621582031251
27.0 0.3 6.065490646362305
30.0 0.001 0.0
30.0 0.003 0.0
30.0 0.004 9.912335968017577e-05
30.0 0.005 0.0001548562526702881
30.0 0.006 0.0004460943603515625
30.0 0.007 0.0005059524211883545
30.0 0.008 0.0005286214599609375
30.0 0.009 0.0016726816406249997
30.0 0.01 0.0024783149719238284
30.0 0.02 0.0355167724609375
30.0 0.03 0.11708780822753906
30.0 0.04 0.23127841796875
30.0 0.05 0.3768590927124024
30.0 0.06 0.5426835754394531
30.0 0.07 0.7690002548217775
30.0 0.08 0.9912017578125001
30.0 0.09 1.17085341796875
30.0 0.1 1.4868255615234378
30.0 0.13 2.303266589355469
30.0 0.15 3.1130004501342774
30.0 0.17 3.759807272338868
30.0 0.2 5.038558349609376
30.0 0.3 2.230349407196045
33.0 0.01 0.0036856079101562503
33.0 0.02 0.03557744445800781
33.0 0.03 0.10957096939086913
33.0 0.04 0.205295458984375
33.0 0.05 0.32124889373779303
33.0 0.06 0.4764806213378906
33.0 0.07 0.639095524597168
33.0 0.08 0.814981884765625
33.0 0.09 1.029881332397461
33.0 0.093 1.0913538519744874
33.0 0.095 0.8012223440170289
33.0 0.1 1.209683532714844
33.0 0.13 1.8749781021118166
33.0 0.15 2.305180892944336
33.0 0.17 2.7154951271057133
33.0 0.2 3.6499234008789068
33.0 0.3 0.8685071754455566
35.0 0.01 0.0029987827301025394
35.0 0.02 0.030465194702148438
35.0 0.03 0.08883400039672851
35.0 0.04 0.16257160644531252
35.0 0.05 0.2617389297485352
35.0 0.06 0.37627679443359374
35.0 0.07 0.5094677352905275
35.0 0.08 0.6584529296875
35.0 0.09 0.8230459487915038
35.0 0.093 0.8615220122680665
35.0 0.095 0.8532687461853027
35.0 0.1 0.9742923736572268
35.0 0.13 1.5146124725341799
35.0 0.15 1.6934846305847167
35.0 0.17 2.3223144989013678
35.0 0.2 2.843525695800782
35.0 0.3 0.8178327369689941
40.0 0.01 0.0022902942657470706
40.0 0.02 0.020800587463378907
40.0 0.03 0.052999124908447263
40.0 0.04 0.09894193725585938
40.0 0.05 0.15529871940612797
40.0 0.06 0.22110883483886717
40.0 0.07 0.2857887840270997
40.0 0.08 0.366983642578125
40.0 0.09 0.43825902442932124
40.0 0.093 0.464316957813263
40.0 0.095 0.48451557216644286
40.0 0.1 0.514387550354004
40.0 0.13 0.7149877063751221
40.0 0.2 0.7309755706787111
40.0 0.3 0.379640679359436
